"",OTRAS CUENTAS POR COBRAR RELACIONADAS,101020604,6231220.13
"",PROVISIÓN POR CUENTAS INCOBRABLES Y DETERIORO,1010207,-1391229.95
"",INVENTARIOS,10103,252004194.00
"",INVENTARIOS DE MATERIA PRIMA,1010301,0.00
"",INVENTARIOS DE PRODUCTOS EN PROCESO,1010302,0.00
"",INVENTARIOS DE SUMINISTROS O MATERIALES A SER CONSUMIDOS EN EL PROCESO DE PRODUCCION,1010303,0.00
"",INVENTARIOS DE SUMINISTROS O MATERIALES A SER CONSUMIDOS EN LA PRESTACION DEL SERVICIO,1010304,2237850.78
"",INVENTARIOS DE PROD. TERM. Y MERCAD. EN ALMACÉN - PRODUCIDO POR LA COMPAÑÍA,1010305,0.00
"",INVENTARIOS DE PROD. TERM. Y MERCAD. EN ALMACÉN - COMPRADO A  TERCEROS,1010306,242366538.22
"",MERCADERÍAS EN TRÁNSITO,1010307,7399805.00
"",OBRAS EN CONSTRUCCION,1010308,0.00
"",OBRAS TERMINADAS,1010309,0.00
"",MATERIALES O BIENES PARA LA CONSTRUCCION,1010310,0.00
"","INVENTARIOS REPUESTOS, HERRAMIENTAS Y ACCESORIOS",1010311,0.00
"",OTROS INVENTARIOS,1010312,0.00
"",(-) PROVISIÓN POR VALOR NETO DE REALIZACIÓN Y OTRAS PERDIDAS EN INVENTARIO,1010313,0.00
"",SERVICIOS Y OTROS PAGOS ANTICIPADOS,10104,6141539.81
"",SEGUROS PAGADOS POR ANTICIPADO,1010401,929284.14
"",ARRIENDOS PAGADOS POR ANTICIPADO,1010402,309166.82
"",ANTICIPOS A PROVEEDORES,1010403,4903088.85
"",OTROS ANTICIPOS ENTREGADOS,1010404,0.00
"",ACTIVOS POR IMPUESTOS CORRIENTES,10105,0.00
"",CRÉDITO TRIBUTARIO A FAVOR DE LA EMPRESA (IVA),1010501,0.00
"",CRÉDITO TRIBUTARIO A FAVOR DE LA EMPRESA ( I. R.),1010502,0.00
"",ESTADO DE SITUACIÓN FINANCIERA,,
"",CUENTA,CÓDIGO,VALOR (En USD$)
"",ACTIVOS CORRIENTES MANTENIDOS PARA LA VENTA Y OPERACIONES DISCONTINUADAS,10106,0.00
"",CONSTRUCCIONES EN PROCESO (NIC 11 Y SECC.23 PYMES),10107,0.00
"",OTROS ACTIVOS CORRIENTES,10108,224930.68
"",ACTIVOS NO CORRIENTES,102,1404420728.37
"","PROPIEDAD, PLANTA Y EQUIPO",10201,558798418.16
"",TERRENOS,1020101,172012089.86
"",EDIFICIOS,1020102,322775269.32
"",CONSTRUCCIONES EN CURSO,1020103,10351561.76
"",INSTALACIONES,1020104,0.00
"",MUEBLES Y ENSERES,1020105,20750064.13
"",MAQUINARIA Y EQUIPO,1020106,229326543.64
"","NAVES, AEREONAVES, BARCAZAS Y SIMILARES",1020107,0.00
"",EQUIPO DE COMPUTACIÓN,1020108,49413735.43
"","VEHÍCULOS, EQUIPOS DE TRASPORTE Y EQUIPO CAMINERO MÓVIL",1020109,15347914.04
"","OTROS PROPIEDADES, PLANTA Y EQUIPO",1020110,26719904.13
"",REPUESTOS Y HERRAMIENTAS,1020111,0.00
"","(-) DEPRECIACIÓN ACUMULADA PROPIEDADES, PLANTA Y EQUIPO",1020112,-287898664.15
"","(-) DETERIORO  ACUMULADO DE PROPIEDADES, PLANTA Y EQUIPO",1020113,0.00
"",ACTIVOS DE EXPLORACION Y EXPLOTACION,1020114,0.00
"",ACTIVOS DE EXPLORACION Y EXPLOTACION,102011401,0.00
"",(-) AMORTIZACION ACUMULADA DE ACTIVOS DE EXPLORACIÓN Y EXPLOTACIÓN,102011402,0.00
"",(-) DETERIORO  ACUMULADO DE ACTIVOS DE EXPLORACIÓN Y EXPLOTACIÓN,102011403,0.00
"",PROPIEDADES DE INVERSIÓN,10202,89339227.47
"",TERRENOS,1020201,0.00
"",TERRENOS,102020101,0.00
"",DERECHOS DE USO SOBRE TERRENOS SUBARRENDADOS,102020102,0.00
"",EDIFICIOS,1020202,115124128.24
"",EDIFICIOS,102020201,115124128.24
"",DERECHOS DE USO SOBRE EDIFICIOS SUBARRENDADOS,102020202,0.00
"",(-) DEPRECIACION ACUMULADA DE PROPIEDADES DE INVERSIÓN,1020203,-25784900.77
"",(-) DETERIORO ACUMULADO DE PROPIEDADES DE INVERSIÓN,1020204,0.00
"",ACTIVOS BIOLOGICOS,10203,0.00
"",ANIMALES VIVOS EN CRECIMIENTO,1020301,0.00
"",ANIMALES VIVOS EN PRODUCCION,1020302,0.00
"",PLANTAS EN CRECIMIENTO,1020303,0.00
"",PLANTAS EN PRODUCCION,1020304,0.00
"",(-) DEPRECIACION ACUMULADA DE ACTIVOS BIOLÓGICOS,1020305,0.00
"",(-) DETERIORO ACUMULADO DE ACTIVOS BIOLOGÍCOS,1020306,0.00
"",ACTIVO INTANGIBLE,10204,211741671.19
"",PLUSVALÍAS,1020401,0.00
"","MARCAS, PATENTES, DERECHOS DE LLAVE , CUOTAS PATRIMONIALES Y OTROS SIMILARES",1020402,0.00
"",CONCESIONES Y LICENCIAS,1020403,229608417.68
"",ACTIVOS DE EXPLORACION Y EXPLOTACION,1020404,0.00
"",(-) AMORTIZACIÓN ACUMULADA DE ACTIVOS INTANGIBLE,1020405,-77037988.34
"",(-) DETERIORO ACUMULADO DE ACTIVO INTANGIBLE,1020406,0.00
"",OTROS INTANGIBLES,1020407,59171241.85
"",ACTIVOS POR IMPUESTOS DIFERIDOS,10205,0.00
"",ACTIVOS FINANCIEROS NO CORRIENTES,10206,0.00
"",ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO INTEGRAL,1020601,0.00
"",(-) PROVISION POR DETERIORO DE ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO,1020602,0.00
"",ACTIVOS FINANCIEROS A COSTO AMORTIZADO,1020603,0.00
"",(-) PROVISIÓN POR DETERIORO DE ACTIVOS FINANCIEROS A COSTO AMORTIZADO,1020604,0.00
"",ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS,1020605,0.00
"",(-)PROVISIÓN POR DETERIORO DE ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS,1020606,0.00
"",ESTADO DE SITUACIÓN FINANCIERA,,
"",CUENTA,CÓDIGO,VALOR (En USD$)
"",(-) DEPRECIACIÓN ACUMULADA DE ACTIVOS PROVENIENTES POR DERECHOS DE USO,1020701,-25186144.11
"",(-) DETERIORO ACUMULADO DE ACTIVOS PROVENIENTES POR DERECHOS DE USO,1020702,0.00
"",DERECHO DE USO POR ACTIVOS ARRENDADOS,1020703,120265870.75
"",OTROS ACTIVOS NO CORRIENTES,10208,449461684.91
"",DERECHOS FIDUCIARIOS,1020801,0.00
"",DEPÓSITOS EN GARANTÍA,1020802,0.00
"",DEPÓSITOS EN GARANTÍA POR OPERACIONES BURSÁTILES,1020803,0.00
"",ACCIONES DEL DEPÓSITO CENTRALIZADO DE VALORES,1020805,0.00
"",INVERSIONES SUBSIDIARIAS,1020806,406428826.39
"",INVERSIONES ASOCIADAS,1020807,11319000.00
"",INVERSIONES NEGOCIOS CONJUNTOS,1020808,0.00
"",OTRAS INVERSIONES,1020809,0.00
"",(-) PROVISIÓN VALUACIÓN DE INVERSIONES,1020810,0.00
"",OTROS ACTIVOS NO CORRIENTES,1020811,31713858.52
"",DOCUMENTOS Y CUENTAS POR COBRAR NO RELACIONADOS,10209,0.00
"",CUENTAS Y DOCUMENTOS A COBRAR  A CLIENTES,1020901,0.00
"",CUENTAS Y DOCUMENTOS A COBRAR  A TERCEROS,1020902,0.00
"",OTRAS CUENTAS POR COBRAR NO RELACIONADAS,1020903,0.00
"",DOCUMENTOS Y CUENTAS POR COBRAR RELACIONADOS,10210,0.00
"",POR COBRAR A ACCIONISTAS,1021001,0.00
"",POR COBRAR A COMPAÑÍAS RELACIONADAS,1021002,0.00
"",POR COBRAR A CLIENTES,1021003,0.00
"",OTRAS CUENTAS POR COBRAR RELACIONADAS,1021004,0.00
"",PASIVO,2,662142902.53
"",PASIVO CORRIENTE,201,547375462.40
"",PASIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS,20101,0.00
"",PASIVOS POR CONTRATOS DE ARRENDAMIENTO,20102,5211299.66
"",CUENTAS Y DOCUMENTOS POR PAGAR,20103,407839784.82
"",LOCALES,2010301,401540735.06
"",PRÉSTAMOS,201030101,0.00
"",PROVEEDORES,201030102,401540735.06
"",OTRAS,201030103,0.00
"",DEL EXTERIOR,2010302,6299049.76
"",PRÉSTAMOS,201030201,6299049.76
"",PROVEEDORES,201030202,0.00
"",OTRAS,201030203,0.00
"",OBLIGACIONES CON INSTITUCIONES FINANCIERAS,20104,0.00
"",LOCALES,2010401,0.00
"",DEL EXTERIOR,2010402,0.00
"",PROVISIONES,20105,0.00
"",LOCALES,2010501,0.00
"",DEL EXTERIOR,2010502,0.00
"",PORCIÓN CORRIENTE DE VALORES EMITIDOS,20106,0.00
"",OBLIGACIONES,2010601,0.00
"",PAPEL COMERCIAL,2010602,0.00
"",VALORES DE TITULARIZACIÓN,2010603,0.00
"",OTROS,2010604,0.00
"",INTERESES POR PAGAR,2010605,0.00
"",OTRAS OBLIGACIONES CORRIENTES,20107,121127082.79
"",CON LA ADMINISTRACIÓN TRIBUTARIA,2010701,10133756.30
"",IMPUESTO A LA RENTA POR PAGAR DEL EJERCICIO,2010702,18561920.50
"",CON EL IESS,2010703,2765285.83
"",POR BENEFICIOS DE LEY A EMPLEADOS,2010704,18467913.39
"",PARTICIPACIÓN TRABAJADORES POR PAGAR DEL EJERCICIO,2010705,35358252.64
"",ESTADO DE SITUACIÓN FINANCIERA,,
"",CUENTA,CÓDIGO,VALOR (En USD$)
"",OTROS,2010707,29057830.97
"",CUENTAS POR PAGAR A RELACIONADAS,20108,0.00
"",LOCALES,2010801,0.00
"",PRÉSTAMOS DE ACCIONISTAS,201080101,0.00
"",PRÉSTAMOS DE COMPAÑÍAS RELACIONADAS,201080102,0.00
"",PROVEEDORES,201080103,0.00
"",OTROS,201080104,0.00
"",DEL EXTERIOR,2010802,0.00
"",PRÉSTAMOS DE ACCIONISTAS,201080201,0.00
"",PRÉSTAMOS DE COMPAÑÍAS RELACIONADAS,201080202,0.00
"",PROVEEDORES,201080203,0.00
"",OTROS,201080204,0.00
"",OTROS PASIVOS FINANCIEROS,20109,0.00
"",ANTICIPOS,20110,0.00
"",ANTICIPOS DE CLIENTES,2011001,0.00
"",OTROS ANTICIPOS RECIBIDOS,2011002,0.00
"",PASIVOS DIRECTAMENTE ASOCIADOS CON LOS ACTIVOS NO CORRIENTES Y OPERACIONES DISCONTINUADAS,20111,0.00
"",PORCION CORRIENTE DE PROVISIONES POR BENEFICIOS A EMPLEADOS,20112,0.00
"",JUBILACION PATRONAL,2011201,0.00
"",OTROS BENEFICIOS PARA LOS EMPLEADOS,2011202,0.00
"",OTROS PASIVOS CORRIENTES,20113,13197295.13
"",COMISIONES POR PAGAR,2011301,0.00
"",POR OPERACIONES BURSÁTILES,2011302,0.00
"",POR CUSTODIA,2011303,0.00
"",POR ADMINISTRACIÓN,2011304,0.00
"",OTRAS COMISIONES,2011305,0.00
"",SANCIONES Y MULTAS,2011306,0.00
"",INDEMNIZACIONES,2011307,0.00
"",OBLIGACIONES JUDICIALES,2011308,0.00
"",ACREEDORES POR INTERMEDIACIÓN,2011309,0.00
"",OBLIGACIÓN POR COMPROMISO DE RECOMPRA,2011310,0.00
"",POR CONTRATOS DE UNDERWRITING,2011311,0.00
"",OTROS,2011312,13197295.13
"",PASIVOS FINANCIEROS AL COSTO AMORTIZADO,20114,0.00
"",PASIVO NO CORRIENTE,202,114767440.13
"",PASIVOS POR CONTRATOS DE ARRENDAMIENTO,20201,38290544.04
"",CUENTAS Y DOCUMENTOS POR PAGAR,20202,0.00
"",LOCALES,2020201,0.00
"",PRÉSTAMOS,202020101,0.00
"",PROVEEDORES,202020102,0.00
"",OTRAS,202020103,0.00
"",DEL EXTERIOR,2020202,0.00
"",PRÉSTAMOS,202020201,0.00
"",PROVEEDORES,202020202,0.00
"",OTRAS,202020203,0.00
"",OBLIGACIONES CON INSTITUCIONES FINANCIERAS,20203,0.00
"",LOCALES,2020301,0.00
"",DEL EXTERIOR,2020302,0.00
"",CUENTAS POR PAGAR A RELACIONADAS,20204,0.00
"",LOCALES,2020401,0.00
"",PRÉSTAMOS DE ACCIONISTAS,202040101,0.00
"",PRÉSTAMOS DE COMPAÑÍAS RELACIONADAS,202040102,0.00
"",PROVEEDORES,202040103,0.00
"",OTROS,202040104,0.00
"",ESTADO DE SITUACIÓN FINANCIERA,,
"",CUENTA,CÓDIGO,VALOR (En USD$)
"",PRÉSTAMOS DE ACCIONISTAS,202040201,0.00
"",PRÉSTAMOS DE COMPAÑÍAS RELACIONADAS,202040202,0.00
"",PROVEEDORES,202040203,0.00
"",OTROS,202040204,0.00
"",PORCIÓN NO CORRIENTE DE VALORES EMITIDOS,20205,0.00
"",OBLIGACIONES,2020501,0.00
"",PAPEL COMERCIAL,2020502,0.00
"",VALORES DE TITULARIZACIÓN,2020503,0.00
"",OTROS,2020504,0.00
"",INTERESES POR PAGAR,2020505,0.00
"",ANTICIPOS,20206,0.00
"",ANTICIPOS DE CLIENTES,2020601,0.00
"",OTROS ANTICIPOS RECIBIDOS,2020602,0.00
"",PROVISIONES POR BENEFICIOS A EMPLEADOS,20207,58573984.92
"",JUBILACION PATRONAL,2020701,58573984.92
"",OTROS BENEFICIOS NO CORRIENTES PARA LOS EMPLEADOS,2020702,0.00
"",OTRAS PROVISIONES,20208,10991215.57
"",PASIVO DIFERIDO,20209,6911695.60
"",INGRESOS DIFERIDOS,2020901,5405639.50
"",PASIVOS POR IMPUESTOS DIFERIDOS,2020902,1506056.10
"",OTROS PASIVOS NO CORRIENTES,20210,0.00
"",PATRIMONIO NETO,3,1389319180.48
"",PATRIMONIO NETO ATRIBUIBLE A LOS PROPIETARIOS DE LA CONTROLADORA,30,
"",CAPITAL,301,665000000.00
"",CAPITAL SUSCRITO O  ASIGNADO,30101,665000000.00
"","(-) CAPITAL SUSCRITO NO PAGADO, ACCIONES EN TESORERÍA",30102,0.00
"",FONDO PATRIMONIAL,30103,0.00
"",PATRIMONIO DE LOS NEGOCIOS FIDUCIARIOS,30104,0.00
"",PATRIMONIO DE LOS FONDOS DE INVERSIÓN,30105,0.00
"",PATRIMONIO DEL FONDO ADMINISTRADO,3010501,0.00
"",PATRIMONIO DEL FONDO COLECTIVO,3010502,0.00
"",APORTES DE SOCIOS O ACCIONISTAS PARA FUTURA CAPITALIZACIÓN,302,0.00
"",PRIMA POR EMISIÓN PRIMARIA DE ACCIONES,303,0.00
"",RESERVAS,304,470219864.98
"",RESERVA LEGAL,30401,139428963.10
"",RESERVAS FACULTATIVA Y ESTATUTARIA,30402,330790901.88
"",OTROS RESULTADOS INTEGRALES,305,0.00
"",SUPERAVIT DE ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO INTEGRAL,30501,0.00
"","SUPERAVIT POR REVALUACIÓN DE PROPIEDADES, PLANTA Y EQUIPO",30502,0.00
"",SUPERAVIT POR REVALUACION DE ACTIVOS INTANGIBLES,30503,0.00
"",OTROS SUPERAVIT POR REVALUACION,30504,0.00
"",RESULTADOS ACUMULADOS,306,98335082.83
"",GANANCIAS ACUMULADAS,30601,1048181.02
"",(-) PÉRDIDAS ACUMULADAS,30602,-1494335.03
"",RESULTADOS ACUMULADOS PROVENIENTES DE LA ADOPCION POR PRIMERA VEZ DE LAS NIIF,30603,70117017.87
"",RESERVA DE CAPITAL,30604,28664218.97
"",RESERVA POR DONACIONES,30605,0.00
"",RESERVA POR VALUACIÓN,30606,0.00
"",SUPERÁVIT POR REVALUACIÓN DE INVERSIONES,30607,0.00
"",RESULTADOS DEL EJERCICIO,307,155764232.67
"",GANANCIA NETA DEL PERIODO,30701,155764232.67
"",(-) PÉRDIDA NETA DEL PERIODO,30702,0.00
"",ESTADO DE SITUACIÓN FINANCIERA,,
CUENTA,,CÓDIGO,VALOR (En USD$)
